1-UP	1-up
SIGGRAPH	SIGGRAPH
SIM	SIM
SIMD	SIMD
SIMM	SIMM
SIP	SIP
SIP	Session Initiation Protocol
SIS	SIS
SKS	SKS
SLA	SLA
SLL	Le
SLP	SLP
SLP	system-locked preinstallation
SMAP	SMAP
SMART	SMART
SMB	SMB
SMBIOS	SMBIOS
SMI	SMI
SMP	SMP
SMS	SMS
SMTP	SMTP
SMTP	Simple Mail Transfer Protocol
SNCF	SNCF
SNMP	SNMP
SNMP	Simple Network Management Protocol
SOAP	SOAP
SOAP	Simple Object Access Protocol
SOS	SOS
SOW	SOW
SP	SP
SPAP	SPAP
SPARC	SPARC
SPDIF	SPDIF
SPDIF	Sony/Philips Digital Interface
SPF	SPF
SPID	SPID
SPID	Service Profile Identifier
SPN	SPN
SPQR	SPQR
SQL	SQL
SRAM	SRAM
SS501	SS501
SSAT	Secondary School Admission Test
SSH	Secure Shell
SSI	SSI
SSID	SSID
SSID	service set identifier
SSL	SSL
SSL	Secure Sockets Layer
SSL	Transport Layer Security
SSO	SSO
SSOD	SSOD
SSOD	single sign-on daemon
SSP	SSP
SSP	security support provider
SSPI	SSPI
SSPI	Security Support Provider Interface
STDERR	STDERR
STDIN	STDIN
STL	Standard Template Library
STRIDE	STRIDE
SVG	Scalable Vector Graphics
SVGA	SVGA
SVGA	super video graphics adapter
SVO	Subject Verb Object
SWAT	SWAT
SWF	SWF
SYSTEMROOT	SYSTEMROOT
SZL	E
Sankai	Shanghai
Sareudenya	Sardinia
Schannel	Schannel
Seoul	Seoul
Seullobakia	Slovakia
Seullobenia	Slovenia
Sichillia	Sicily
SideShow	SideShow
Sisyapangma	Shishapangma
Smash	Smash
Smurfie	smurf
SoH	SoH
Sola	Sola
Somallia	Somalia
Splinter	Splinter
SpyNet	SpyNet
Start	Start
Surinam	Surinam
Syspart	Syspart
Sysprep	Sysprep
SÉCAM	SECAM
T 셔츠	T-Shirt
T 셔츠	T-shirt
T	T
T1	T1
T3	T3
TACAN	Tactical Air Navigation
TAM	TAM
TAPI	TAPI
TAPI	Telephony API
TB	TB
TByte	TByte
TCP	TCP
TCP	Transmission Control Protocol
TDS	TDS
TDS	tabular data stream
TEPS	TEPS
TFTP	TFTP
TFTP	Trivial FTP
TFTP	Trivial File Transfer Protocol
TGA	TGA
TGA	Truevision TGA
TGV	TGV
TID	TID
TIFF	TIFF
TIFF	Tagged Image File Format
TL	TRY
TLB	TLB
TLB	translation lookaside buffer
TLS	TLS
TLV	TLV
TOEFL	TOEFL
TOEIC	TOEIC
TOKIO	Tokio
TOP	T
TPM	TPM
TPM	trusted platform module
TQFP	TQFP
TRIZ	TRIZ
TRY	TRY
TSMC	TSMC
TTA	TTA
TTL	TTL
TTL	Time to Live
TTS	TTS
TUI	TUI
TV 쇼	television show
TV 프로그램	television show
TV	TV
TVE	Televisión Española
TVants	TVants
TV프로그램	television program
TWAIN	TWAIN
TXN	TXN
TZS	TSh
Tai	Thailand
Taiwan	Taiwan
Taranto	Taranto
Targa	Targa
Tbit	Tbit
TeX	TeX
Teoki	Turkey
Teurieo	Trier
Teuroia	Troy
Thankful	Thankful
TinyURL	TinyURL
Togo	Togo
Tokyo	Tokyo
Tongga	Tonga
Toolkit	Toolkit
Toxicity	Toxicity
T팬티	thong
U	U
U2	U2
UAC	UAC
UBS	UBS AG
UCE	UCE
UCS	UCS
UCS	Universal Character Set
UDDI	UDDI
UDDI	Universal Description
UDF	UDF
UDF	Universal Disk Format
UDP	UDP
UDP	User Datagram Protocol
UDT	UDT
UGX	USh
UID	UID
UKUSA	UKUSA Community
UMPC	UMPC
UMTS	Universal Mobile Telecommunications System
UNC	UNC
UNC	Universal Naming Convention
UNIX	UNIX
UP	UP
UPN	UPN
UPN	user principal name
UPS	UPS
URI	URI
URI	Uniform Resource Identifier
URL	URL
URL	Uniform Resource Locator
URT	URT
URT	Universal Receiver Transmitter
US	USD
USB	USB
USB	Universal Serial Bus
USMLE	United States Medical Licensing Examination
USN	USN
UTC	UTC
UUENCODE	UUENCODE
UUID	UUID
UUID	universally unique identifier
Urugwai	Uruguay
V6	V6
VAL	VAL
VALENTI	Valenti
VAR	VAR
VAR	value-added reseller
VB	VB
VBA	VBA
VBR	VBR
VBScript	VBScript
VCD	VCD
VCR	VCR
VCR	video cassette recorder
VDMSound	VDMSound
VDS	VDS
VGA	VGA
VGA	video graphics array
VHD	VHD
VHDL	VHSIC Hardware Description Language
VHS	VHS
VLAN	VLAN
VM	VM
VMC	vmc
VML	VML
VML	Vector Markup Language
VMRC	VMRC
VMWare	VMware
VPN	VPN
VPN	virtual private network
VSAPI	VSAPI
VSS	VSS
VUI	VUI
VUV	VT
VXI	VXI
VirtualDub	VirtualDub
VoIP	VoIP
VoIP	Voice over IP
VoIP	Voice over Internet Protocol
Vongo	Vongo
VxD	VxD
VxWorks	VxWorks
W3	W3
W3C	W3C
W3C	World Wide Web Consortium
WAIS	WAIS
WAN	WAN
WAP	WAP
WAP	Wireless Application Protocol
WBEM	WBEM
WBEM	Web-Based Enterprise Management
WBS	WBS
WDL	WDL
WDS	WDS
WEFT	Web Embedding Fonts Tool
WEP	WEP
WEP	Wired Equivalent Privacy
WFP	WFP
WHQL	WHQL
WINDIR	WINDIR
WINS	WINS
WINS	Windows Internet Name Service
WIPI	WIPI
WIQL	WIQL
WMI	WMI
WMI	Windows Management Instrumentation
WML	Wireless Markup Language
WORM	WORM
WORM	write once
WOW64	Windows XP Professional x64 Edition
WOWOW	WOWOW
WPA	WPA
WPA2	WPA2
WPAD	WPAD
WPP	WPP
WSD	WSD
WSD	WinSock direct
WSDL	WSDL
WSDL	Web Services Description Language
WSH	WSH
WSIM	WSIM
WSRM	WSRM
WST	WS
WTO	World Trade Organization
WWAN	WWAN
WWAN	wireless wide area network
WWCR	WWCR
WWW	WWW
WX	WX
WYSBYGI	What You See Before You Get It
WYSIWYG	WYSIWYG
WYSIWYG	What You See Is What You Get
WaT	WaT
Wagadugu	Ouagadougou
Wapedia	Wapedia
Warning	Warning
WebDAV	Web Distributed Authoring and Versioning
WebDAV	WebDAV
Whois	whois
Wikinatmalsajeon	Wiktionary
WinInet	WinInet
WinRAR	WinRAR
Wink	Wink
Winsock	Winsock
XAML	XAML
XAML	eXtensible Application Markup Language
XDI	XDI
XGP	XGP
XHTML	XHTML
XIII	XIII
XImage	XImage
XML	XML
XML	extensible markup language
XMPlay	XMPlay
XPS	XML Paper Specification
XPS	XPS
XPath	XPath
XSD	XSD
XSL	Extensible Stylesheet Language
XSL	XSL
XSLT	Extensible Stylesheet Language Transformations
XSLT	XSL Transformations
XSLT	XSLT
XX는 무엇을 의미합니까	what does XX mean
Xfce	Xfce
Xgl	Xgl
XrML	XrML
XrML	extensible rights markup language
Xvid	Xvid
YAML	YAML
YCbCr	YCbCr
YPbPr	YPbPr
YTN	YTN
YUI	Yui
YUV	YUV
Yurasia	Eurasia
ZAR	R
ZIP	ZIP
ZMW	K
ZPP	ZPP
ZYX	ZYX
a	Asia
a	Russian
a	ammonium
a	artemisia
a	be beautiful
a	be graceful
a	be surprised
a	become hoarse
a	bifurcation
a	chariot
a	crow
a	elegant
a	forked
a	go to meet
a	good
a	goose
a	hunger
a	hungry
a	illness
a	lofty
a	manage
a	molars
a	moth
a	mute
a	official residence
a	pain
a	polish
a	public office
a	ride
a	second
a	serrated
a	shoot
a	soft steel
a	son
a	sudden
a	surname
a	us
abbaseu	abbot
abeoji	dad
abeoji	father
abeoji	paternal
ac	acres
adeul	son
adeurenallin	epinephrine
ae	child
ae	guts
aegugja	Patriot
agi	baby
ahob	o'clock
ai	child
aiseullandeu	Iceland
ajumma	wife
ak	alligator
ak	dirty
ak	drumming
ak	dye
ak	enjoyable
ak	enrich
ak	fuss
ak	glad
ak	great
ak	hold fast
ak	jaw
ak	lofty
ak	medicine
ak	moisten
ak	mosquito net
ak	mountain peak
ak	music
ak	narrow
ak	orrisroot
ak	osprey
ak	roof of mouth
ak	sound
ak	startled
ak	straightforward
ak	summit
ak	surname
ak	tent
ak	unlucky
ak	wicked
ak	younger brother
akasia	thorn
akonitin	aconitine
aktinyum	actinium
akwamarin	aquamarine
al	bad
al	bar
al	bridge
al	dig out
al	egg
al	grind
al	lance
al	pay respects to
al	pry
al	pull up
al	sound of laughter
al	stop
al	to know
al	turn
al	wicked
aldehaideu	aldehyde
aldehideu	aldehyde
allanin	alanine
allereugen	allergen
alluminyum	aluminium
alt	mouse pad
am	cancer
am	cave
am	cliff
am	close
am	cottage
am	cover up
am	dark
am	dreary
am	in secret
am	jowl
am	marmoset
am	mountain
am	obscure
am	rocks
am	shut
am	soar
am	undecided
am	versed in
amachueo	amateur
ameba	amoeba
ammonia	ammonia
amp	amps
amsar	assassination
an	anglerfish
an	beach
an	bogus
an	clear
an	coarse
an	condole with
an	counterfeit
an	eucalyptus
an	eye
an	eyelet
an	face
an	false
an	flourishing
an	great
an	late in the day
an	legal case
an	maxim
an	not
an	obstruct
an	quiet
an	saddle
an	sham
an	shore
an	table
an	wild dog
an	wild goose
anae	wife
ang	abundant
ang	agitated
ang	beg
ang	bowl
ang	calamity
ang	cup
ang	dispirited
ang	dust
ang	echo
ang	expansive
ang	high
ang	high-priced
ang	lofty
ang	pot
ang	proud
ang	raise
ang	rely on
ang	rice seedlings
ang	rise
ang	run out
ang	upright
angae	fog
ani	not
anio	nay
aniyo	nay
anj	to sit
annyeonghaseyo	good afternoon
ap	be familiar with
ap	crush
ap	deposit
ap	detain
ap	disrespect
ap	duck
ap	oppress
ap	pawn
ap	pledge
ap	press
ap	pressure
ap	sob
archange	archangel
areuginin	arginine
areugon	argon
aseo	because
aseton	acetone
ashia	Asia
asteutatin	astatine
atena	Athena
atene	Athens
atv	all-terrain vehicle
au	au
ay	adverse
ay	affable
ay	alas
ay	belch
ay	break apart
ay	brilliant white
ay	cliff
ay	cloudy sky
ay	conceal
ay	cover
ay	dim
ay	dirt
ay	drink
ay	dull
ay	dull-minded
ay	endure
ay	exclamation
ay	foolish
ay	gnaw
ay	grind
ay	hiccup
ay	hide
ay	hinder
ay	in distress
ay	interjection
ay	lean on
ay	like
ay	love
ay	lush
ay	mugwort
ay	narrow
ay	next to
ay	obscure
ay	peaceful
ay	pity
ay	precipitous
ay	put off
ay	sad
ay	shore
ay	shout
ay	sigh
ay	stare
ay	stone mill
ay	strategic
ay	stupid
ay	surname
ay	wait
ayeon	zinc
ayk	adverse
ayk	adversity
ayk	armpit
ayk	clutch
ayk	distressed
ayk	fixed
ayk	fold up
ayk	forehead
ayk	hang
ayk	in distress
ayk	liquid
ayk	narrow
ayk	quarrel
ayk	seize
ayk	strangle
ayk	strategic
ayk	tablet
ayk	throat
ayk	tuck in
ayng	cherry blossom
ayng	lady
ayng	oriole
ayng	parrot
bab	rice
bada	sea
baduk	go
bae	belly
baegchi	idiot
baegpodoju	white wine
baek	hundred
baem	snake
baet	to spit
bagmulgwan	museum
bal	foot
balkoni	balcony
ball	correct
ball	straight
ballallaika	balalaika
bam	night
bando	peninsula
bandoche	semiconductor
bangsaje	groin
bangul	bubble
baram	wind
bareu	correct
bareu	straight
bareun	right
baromiteo	barometer
baryum	barium
batjul	rope
be	to cut
benchi	bench
beolle	worm
beolsae	hummingbird
beom	tiger
beoseu	bus
beoteo	butter
berillyum	beryllium
beullaekol	black hole
beullogeu	blog
bi	rain
bijeu	bead
bijigeob	amateur
bingka	glacier
binu	soap
bissada	expensive
bit	bit
bo	to see
boda	look
bolrapuikeu	Volapuk
bom	springtime
boseup	share
bps	bps
bu	to swell
budongsan	real estate
bughae	North Sea
bukgeukgom	white bear
bul	fire
bul	horn
bul	to blow
bulg	red
bulgyo	Buddhism
bulgyodo	Buddhist
bulmo	infertility
bungso	boron
bunja	molecule
bupul	to swell
bureu	full
but	to swell
byeol	star
byte	byte
cL	cl
ca	accumulate
ca	act
ca	amethyst
ca	bad-mouth
ca	beak
ca	bearing
ca	caltrop
ca	capital
ca	cauterize
ca	chinaware
ca	clear
ca	consult
ca	cook
ca	cormorant
ca	count
ca	criticize
ca	defects
ca	despatch
ca	disease
ca	elder sister
ca	even
ca	falter
ca	female
ca	feminine
ca	flaw
ca	from
ca	fruit
ca	grow
ca	he who
ca	hematite
ca	hoe
ca	inquire
ca	kind
ca	letter
ca	magnetic
ca	magnetism
ca	mat
ca	mattock
ca	millet
ca	minced meat
ca	mustache
ca	now
ca	ochre
ca	offspring
ca	partridge
ca	place name
ca	plan
ca	poor
ca	porcelain
ca	preserve
ca	pretext
ca	prick
ca	prod
ca	property
ca	purple
ca	reddish brown
ca	rely on
ca	revile
ca	roast
ca	self
ca	small thing
ca	soft
ca	stab
ca	sugar cane
ca	sugarcane
ca	surname
ca	sweat
ca	that which
ca	thatching
ca	this
ca	thorn
ca	thorny tree
ca	those who
ca	thrive
ca	toast
ca	twins
ca	unrestrained
ca	vegetable
ca	wealth
ca	work
ca	year
ca	young animal
cak	act as go-between
cak	be ashamed
cak	bright
cak	broil
cak	burn
cak	cauterize
cak	chop
cak	coloured
cak	compose
cak	deliberate
cak	delicate
cak	explode
cak	feast
cak	fry in oil
cak	jealousy
cak	ladle
cak	magpie
cak	make
cak	oak
cak	past
cak	peony
cak	perform
cak	pour
cak	prattle
cak	scald
cak	spacious
cak	sparrow
cak	unit of volume
cak	vinegar
cak	work
cak	yesterday
cal	cal
cam	I
cam	clasp
cam	hidden
cam	hide
cam	needle
cam	peak
cam	secret
cam	silkworms
cam	steep
cam	temporary
cambe	cheers
can	abuse
can	broken
can	inn
can	level off
can	little
can	oppress
can	pare down
can	revile
can	spoil
can	trim
can	unfit
can	warehouse
cang	accounts
cang	adorn
cang	adorn oneself
cang	appearance
cang	barricade
cang	big
cang	bill
cang	boom
cang	booty
cang	bribe
cang	bright
cang	broth
cang	bury
cang	camphor tree
cang	cliff
cang	clothes
cang	command
cang	composition
cang	craftsman
cang	credit
cang	decorate
cang	dirty
cang	dress up
cang	emotions
cang	excel in
cang	fat
cang	female sheep
cang	fight
cang	fill
cang	firm
cang	form
cang	general
cang	generous
cang	gentleman
cang	going to
cang	hide
cang	hurt
cang	intestines
cang	jingle
cang	lady
cang	leader
cang	length
cang	long
cang	make-up
cang	manor
cang	mosquito net
cang	official
cang	open space
cang	palm of hand
cang	pastry
cang	powerful
cang	protector
cang	ram
cang	rely upon
cang	reward
cang	rise
cang	robust
cang	roebuck
cang	rose
cang	sausage
cang	section
cang	separate
cang	shape
cang	sheet
cang	shield
cang	slay
cang	starch
cang	store up
cang	stretch
cang	surname
cang	tent
cang	terror-stricken
cang	toilet
cang	villa
cang	village
cang	viscera
cang	walking stick
cang	wall
cang	weaponry
cang	will
cang	workman
cap	accompany
cap	blended
cap	calorie
cap	encircle
cap	full circle
cap	jeer
cap	mix
cap	nag
cap	play
cap	punch card
cap	suck
cap	twitter
cap	wink
cay	again
cay	calamity
cay	carry
cay	child
cay	consist in
cay	convey
cay	cut out
cay	decrease
cay	diminutive
cay	exclamation of surprise
cay	fast
cay	just
cay	lees
cay	load
cay	matter
cay	on
cay	plant
cay	rule
cay	show the teeth
cay	slaughter
cay	study
cay	stuff
cay	talent
cay	timber
cay	vegetarian diet
cay	wealth
cayng	contend
cayng	expostulate
cayng	ferocious
cayng	handgun
cayng	kite
cayng	lance
cayng	look at
cayng	noble
cayng	remonstrate
cayng	rifle
cayng	shout at
cayng	small gong
cayng	steep
cayng	stringed musical instrument
cayng	tinkle
cc	cc
ce	China grass
ce	about to
ce	abscess
ce	bag
ce	be undecided
ce	chew
ce	chopsticks
ce	coccyx
ce	condemn
ce	curse
ce	dejected
ce	deny
ce	discord
ce	eliminate
ce	express
ce	fish hawk
ce	gore
ce	healthy
ce	heir
ce	here
ce	hold back
ce	islet
ce	lie
ce	long-headed
ce	look towards
ce	low
ce	lower
ce	maggots
ce	manifest
ce	massacre
ce	monkey
ce	moreover
ce	mulberry
ce	narrow
ce	official residence
ce	offset
ce	oppose
ce	paper
ce	peaceful
ce	pestle
ce	pig
ce	pledge
ce	pond
ce	pool
ce	prevent
ce	push
ce	ram
ce	ramie
ce	relieve
ce	resist
ce	root
ce	sackcloth
ce	scrub oak
ce	store
ce	stuff
ce	suck
ce	surname
ce	thin
ce	turn one’s back on
ce	underside
ce	uneven
ce	wait
ce	watch for
ce	yam
ce	young lady
cek	accumulate
cek	achievements
cek	bare
cek	base
cek	blame
cek	borrow
cek	broil
cek	cauterize
cek	census
cek	condole
cek	crush
cek	demote
cek	depend on
cek	desolate
cek	disgrace
cek	drip
cek	drop of water
cek	dysprosium
cek	enlighten
cek	expel
cek	far
cek	foot
cek	footprints
cek	hang
cek	impressions
cek	interview
cek	jump
cek	just
cek	lend
cek	mat
cek	match
cek	one by one
cek	peony
cek	pirate
cek	pluck
cek	possessive
cek	pretext
cek	progress
cek	punish
cek	red
cek	reed
cek	register
cek	rely on
cek	resist
cek	rival
cek	roast
cek	search
cek	see
cek	select
cek	specify
cek	spin
cek	stalk
cek	stem
cek	surname
cek	thief
cek	toast
cek	tracks
cek	whistle
cel	bend
cel	book cover
cel	cut
cel	cut off
cel	foothill
cel	joint
cel	mince
cel	niece
cel	river
cel	seal
cel	section
cel	shine
cel	snap
cel	sore
cel	standard
cel	steal
cel	stealthily
cel	stop up
cel	terminate
cel	thief
cem	advance money
cem	caterpillar
cem	degree
cem	divine
cem	dot
cem	glue
cem	glutinous
cem	gradually
cem	inn
cem	investigate
cem	look upward
cem	moisten
cem	mountain pass
cem	observe
cem	peek
cem	point
cem	possess
cem	read
cem	sheatfish
cem	soaked
cem	stick to
cem	store
cem	usurp
cem	versify
cem	viscous
cem	watch
cen	arrow
cen	avail oneself
cen	bangs
cen	bashful
cen	be healed
cen	blessing
cen	brick
cen	carve
cen	cave
cen	clip
cen	comment on
cen	comments
cen	crazy
cen	crops
cen	cultivate
cen	cultivated
cen	currency
cen	cut
cen	divide
cen	documentation
cen	electricity
cen	engraving tool
cen	erythema
cen	exterminate
cen	fairy
cen	fallen tree
cen	farewell party
cen	felt
cen	fighting
cen	filigree
cen	fill in
cen	fine cloth
cen	forward
cen	good
cen	govern
cen	hairpin
cen	hall
cen	hawk
cen	hesitant
cen	hole
cen	honest
cen	hunt
cen	imitate
cen	indigo
cen	inn
cen	law
cen	lick
cen	lightning
cen	madness
cen	maintain
cen	make good
cen	memorandum
cen	monopolize
cen	mountain top
cen	move
cen	note
cen	official stamp
cen	palace
cen	path
cen	pay respect
cen	plantation
cen	preceding
cen	precipitate
cen	propagate
cen	prosperous
cen	protruding
cen	purge
cen	quit
cen	read
cen	recover
cen	repent
cen	respectful
cen	rug
cen	sandalwood
cen	scissors
cen	scripture
cen	seal script
cen	send off
cen	settle
cen	shallow
cen	shear
cen	simple
cen	slab
cen	stationery
cen	still water
cen	store
cen	stretch
cen	stupid
cen	sturgeon
cen	summon
cen	surname
cen	temple
cen	tenant farmer
cen	terminate
cen	thick
cen	tie
cen	tile
cen	top
cen	topple
cen	tremble
cen	trembling
cen	turn over
cen	twig
cen	unfold
cen	upset
cen	warble
cen	warehouse
cen	wash
cen	weigh
cen	wind around
cen	wooden peg
ceng	anchor
ceng	appear
ceng	appease
ceng	arrange
ceng	attack
ceng	attractive
ceng	auspicious
ceng	boil
ceng	cake
ceng	calm
ceng	carry on head
ceng	chaste
ceng	clean
ceng	cleanse
ceng	clear
ceng	club
ceng	conquer
ceng	court
ceng	courtyard
ceng	crystal
ceng	decide
ceng	detective
ceng	doorstop
ceng	drunk
ceng	erect
ceng	essence
ceng	eyeball
ceng	feast
ceng	fight
ceng	gentle
ceng	government
ceng	graceful
ceng	hangover
ceng	hardwood
ceng	hole
ceng	hurry
ceng	ingots
ceng	lantern
ceng	large
ceng	law
ceng	loyal
ceng	mineshaft
ceng	modest
ceng	ornament
ceng	pacify
ceng	pavilion
ceng	peaceful
ceng	petition
ceng	picture
ceng	pitfall
ceng	polish
ceng	pretty
ceng	proof
ceng	prop
ceng	proper
ceng	punt
ceng	pupil of eye
ceng	quiet
ceng	radiant
ceng	reconnoiter
ceng	rigid
ceng	robust
ceng	sacrifice
ceng	schedule
ceng	semen
ceng	sentiment
ceng	shore
ceng	show
ceng	signal
ceng	spike
ceng	spirit
ceng	stalk
ceng	straight
ceng	straight grain
ceng	straighten
ceng	strike
ceng	suitable
ceng	supple
ceng	supports
ceng	surname
ceng	suspend
ceng	swamp
ceng	swampy
ceng	table
ceng	tamarisk
ceng	tidy
ceng	tinkling
ceng	top
ceng	touch
ceng	trip
ceng	uncomfortable
ceng	unspoiled
ceng	verify
ceng	very
ceng	well
ceng	whole
cep	bend
cep	butterfly
cep	catch
cep	connect
cep	continue
cep	dance
cep	duplicate
cep	fear
cep	flatfish
cep	flounder
cep	graft
cep	oar
cep	receive
cep	shuffle
cep	small dish
cep	sole
cep	terrified
cep	twisted
cep	window
cey	anchovy
cey	arrange
cey	bend
cey	boundary
cey	brown
cey	caltrop
cey	coccyx
cey	companion
cey	cross
cey	degree
cey	detain
cey	dike
cey	emperor
cey	establish
cey	even
cey	forehead
cey	furious
cey	god
cey	good fortune
cey	happiness
cey	hash
cey	headline
cey	hinder
cey	hold in hand
cey	hoof
cey	junior
cey	lean
cey	leather shoes
cey	look at
cey	make noise
cey	manufacture
cey	me
cey	medicinal preparation
cey	navel
cey	number
cey	overpower
cey	paw
cey	peace
cey	pelican
cey	produce
cey	pulverize
cey	push against
cey	rebuke
cey	regular
cey	relieve
cey	remove
cey	respectful
cey	rise
cey	scold
cey	several
cey	sheatfish
cey	shine
cey	sip
cey	sister-in-law
cey	slander
cey	snap
cey	sprouts
cey	stare at
cey	steps
cey	system
cey	tares
cey	theme
cey	together
cey	twitter
cey	various
cey	weep
cey	worship
cha	about to
cha	aid
cha	alas
cha	anoint
cha	auto
cha	borrow
cha	bright
cha	cold
cha	crotch
cha	differ
cha	different
cha	diverge
cha	extravagant
cha	failure
cha	fork in road
cha	forlorn
cha	full
cha	giant clam
cha	haul
cha	help
cha	hew
cha	irregular
cha	lend
cha	loud laughter
cha	moreover
cha	nearly
cha	next
cha	occasion
cha	officer
cha	order
cha	polish
cha	prong
cha	raft
cha	raise
cha	scrutinize
cha	shield
cha	show the teeth
cha	sigh
cha	slip
cha	smear
cha	strange
cha	tea
cha	tear down
cha	then
cha	these
cha	towering
cha	us
cha	vehicle
cha	wipe
cha	young girl
chagap	cold
chagaw	cold
chak	ancient
chak	be undecided
chak	bore
chak	break through
chak	catch
chak	chisel
chak	chop
chak	clutch
chak	dirty
chak	error
chak	formerly
chak	gossip
chak	make move
chak	manifest
chak	narrow
chak	narrow-minded
chak	pierce
chak	prick
chak	rumors
chak	slander
chak	squeeze
chak	thick
chal	brush
chal	correspondence
chal	examine
chal	force
chal	note
chal	notice
chal	otter
chal	pierce
chal	press
chal	pull up
chal	rub
chal	temple
chal	tie
chal	us
cham	already
cham	assume
cham	behead
cham	chisel
cham	chop
cham	comet
cham	confess sins
cham	counsel
cham	crafty
cham	cruel
cham	cunning
cham	cut
cham	edition
cham	ginseng
cham	give a helping hand
cham	gluttonous
cham	gradually
cham	greedy
cham	grey-black
cham	hint
cham	humiliated
cham	intervene
cham	lewd
cham	mix
cham	new
cham	obstinate
cham	pit
cham	repent
cham	sad
cham	sandalwood
cham	shameful
cham	slander
cham	soak through
cham	spade
cham	stand
cham	stand up
cham	steep
cham	stupid
cham	support
cham	take part in
cham	uneven
chan	accumulate
chan	bright
chan	compose
chan	cook
chan	cooking stove
chan	delicacies
chan	diamond
chan	dine
chan	drill
chan	edit
chan	expel
chan	food
chan	gather
chan	gems
chan	hasten
chan	illuminating
chan	lustrous
chan	meal
chan	pierce
chan	polish
chan	praise
chan	revise
chan	run away
chan	save
chan	skewer
chan	smiling
chan	spit
chan	succeed
chan	support
chan	topknot
chan	urge
chan	usurp
chang	agitated
chang	begin
chang	berth
chang	bewildered
chang	blue
chang	cabin
chang	chant
chang	chimney
chang	cold
chang	countryman
chang	create
chang	disappointed
chang	down feathers
chang	establish
chang	freely
chang	good
chang	granary
chang	green
chang	harlot
chang	introduce
chang	knife cut
chang	lance
chang	leader
chang	manifest
chang	overcoat
chang	plant
chang	plunder
chang	rifle
chang	rise in price
chang	sad
chang	sea
chang	silvery pomfret
chang	song
chang	sore
chang	spacious
chang	spear
chang	support
chang	sweet flag
chang	swell
chang	wild
chang	wildly
chang	window
chaoxian	Korean
chapyo	ticket
chatda	find
chay	brothel
chay	collect
chay	color
chay	dish
chay	duty
chay	feudal estate
chay	fief
chay	food
chay	fuel
chay	loan
chay	notice
chay	pay attention to
chay	pick
chay	pluck
chay	step on
chay	stockade
chay	surname
chay	variegated
chay	vegetables
chay	worship
chayk	book
chayk	cicada
chayk	collect
chayk	duty
chayk	employ
chayk	fence
chayk	grasshopper
chayk	grid
chayk	locust
chayk	loud laughter
chayk	mat
chayk	oak
chayk	palisade
chayk	place
chayk	plan
chayk	register
chayk	sigh
chayk	surname
chayk	tear apart
chayk	turban
chayk	urge
chayk	whip
che	crowded
che	department
che	dreary
che	grieved
che	lie
che	locale
che	monkey
che	peep at
che	skirt
che	watch
che	watch for
che	wife
chek	act
chek	arrange
chek	ascend
chek	barren
chek	be cautious
chek	be related to
chek	begin
chek	beginning
chek	cast
chek	emaciated
chek	expand
chek	fear
chek	foot
chek	gather
chek	just
chek	lizard
chek	lone
chek	make progress
chek	match
chek	occasion
chek	open up
chek	pick out
chek	prick
chek	proceed
chek	prod
chek	relative
chek	respect
chek	ridge
chek	sad
chek	scold
chek	scrape off
chek	sole
chek	sorrow
chek	sorrowful
chek	spine
chek	stab
chek	stanza
chek	step on
chek	sweep
chek	unrestrained
chek	wash
chek	waver
chel	bulge out
chel	collect
chel	completely
chel	connect
chel	drink
chel	engrave
chel	firm
chel	greedy person
chel	iron
chel	melancholy
chel	omit
chel	patch together
chel	penetrating
chel	pervade
chel	prick
chel	pull
chel	remove
chel	sagacious
chel	sage
chel	smile
chel	strong
chel	suck up
chel	suspend
chel	weep
chel	wise
chel	wise man
chel	withdraw
chem	add to
chem	ashamed
chem	brim
chem	curtain
chem	disgraced
chem	edition
chem	endorse
chem	flatter
chem	flutter
chem	increase
chem	look
chem	look out for
chem	lot
chem	marker
chem	moisten
chem	pointed
chem	respect
chem	self-deprecating
chem	slip of paper
chem	surname
chem	sweet
chem	sweetness
chem	talk too much
chem	tally
chem	together
chem	touch
chen	Rubia cordifolia
chen	arbitrarily
chen	armlet
chen	boil
chen	breathe heavily
chen	claim
chen	clarify
chen	complete
chen	compose
chen	conspire
chen	dare
chen	deviate
chen	drill
chen	fence
chen	flow
chen	flowing water
chen	follow
chen	fountain
chen	god
chen	green jade
chen	heaven
chen	kilogram
chen	kilometre
chen	kilowatt
chen	lovely
chen	luxuriant growth
chen	many
chen	mean
chen	monopolize
chen	move
chen	numerous
chen	offer
chen	one thousand
chen	pant
chen	paths
chen	periodical
chen	publish
chen	recommend
chen	reeds
chen	relatives
chen	reoccur
chen	saddle blanket
chen	shallow
chen	silkworms
chen	smile
chen	solve
chen	son-in-law
chen	spill
chen	sprinkle
chen	stream
chen	string
chen	superficial
chen	swing
chen	thin
chen	thousand
chen	transfer
chen	very
chen	walk on
chen	wealth
chen	wear
chen	worthless
cheng	blue
cheng	clear
cheng	clear weather
